Codi,Latitud,Longitud,Nom,Adreça,Municipi,DM,Comarca,ST,SE,Naturalesa,TipusCentre,Estudis,Web,Logo,Web-Nodes,Web-Propi,Telefons,Mail,Twitter,Instagram,Codi-SE,Codi-SEZ
08001790,41.391251152,2.181329579,Escola Pere Vila,"pg. Lluís Companys, 18 - 08018 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolaperevila,https://drive.google.com/thumbnail?id=1tOyBhRXFnYKLqJS9ucpEINUZUxxuCb5_,https://agora.xtec.cat/escolaperevila,,"933099417, 934856120",a8001790@xtec.cat,@EscolaPereVila,,CEB01,08870106
08001807,41.395418232,2.16825552,Escola de la Concepció,"c. Bruc, 102 - 08009 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escoladelaconcepcio,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aXzNwRFBtQUNjb2M,https://agora.xtec.cat/escoladelaconcepcio,,"934576081, 934570055",a8001807@xtec.cat,@esconcepcio,,CEB02,08870107
08001819,41.376188129,2.16896175,Escola Collaso i Gil,"c. Sant Pau, 101 - 08001 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-collaso,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aSUFlTFdBblpwWTA,https://agora.xtec.cat/ceip-collaso,,"934410098, 934410114",a8001819@xtec.cat,,,CEB01,08870106
08001820,41.382186929,2.168334465,Escola Milà i Fontanals,"c. Àngels, s/n - 08001 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escmilaifontanals,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aSjBQLVZwd3VMTjA,https://agora.xtec.cat/escmilaifontanals,,"934427038, 934427038",a8001820@xtec.cat,,,CEB01,08870106
08001832,41.384944309,2.164591122,Escola Castella,"pl. Castella, 8 - 08001 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,ESC,"EINF2C,EPRI",https://www.escolacastella.cat,,,https://www.escolacastella.cat,"933020835, 933020835",a8001832@xtec.cat,@EscolaCastella,escola_castella,CEB01,08870106
08001856,41.379080108,2.177263958,Escola Drassanes,"c. Nou de Sant Francesc, 9-13 - 08001 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,ESC,"EINF2C,EPRI",http://escoladrassanes.cat,https://drive.google.com/thumbnail?id=1rUNag_iIlUAmo1AXLF_MQHLJ0-rXzcMN,,http://escoladrassanes.cat,"933189733, 933178302",a8001856@xtec.cat,@escolaDrassanes,,CEB01,08870106
08001868,41.376907317,2.165736209,Escola Rubén Darío,"rda. Sant Pau, 38 - 08001 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolarubendario,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aRVpGNGlnUnEwdW8,https://agora.xtec.cat/escolarubendario,,"934429203, 934429203",a8001868@xtec.cat,@rubendariobcn,,CEB01,08870106
08001911,41.3842344,2.152508185,Escola Els Llorers,"av. de Roma, 98-100 - 08015 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-elsllorers,https://drive.google.com/thumbnail?id=1aOFH87a20OvYxl__oClqYwaA3JJqBqB1,https://agora.xtec.cat/ceip-elsllorers,,"934544865, 934514947",a8001911@xtec.cat,,,CEB02,08870107
08001923,41.38172051,2.15569543,Escola Diputació,"c. Diputació, 112-116 - 08015 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-diputacio,https://drive.google.com/thumbnail?id=1Bu5nkLP1Vq77XSOiU5XNODQwoeP_Cq8b,https://agora.xtec.cat/ceip-diputacio,,"934546868, 934546868",a8001923@xtec.cat,,,CEB02,08870107
08001947,41.391193409,2.147929778,Escola Mallorca,"c. Londres, 64 - 08036 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-mallorca,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aU0xSY0ZGTzN0RHc,https://agora.xtec.cat/ceip-mallorca,,"934442682, 934442143",a8001947@xtec.cat,,,CEB02,08870107
08002009,41.374494683,2.150449704,Escola Francesc Macià,"pl. Espanya, 2-3 - 08014 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escola-francescmacia,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8abUFjZHN2TkVGcXc,https://agora.xtec.cat/escola-francescmacia,,"934235085, 934235085",a8002009@xtec.cat,,,CEB03,08870103
08002010,41.371831579,2.128066963,Escola Lluís Vives,"c. Canalejas, 107 - 08028 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceiplluisvives,https://drive.google.com/thumbnail?id=1NcrKmJ7JxCqY9EfJNo01EbAoYQZLPfXh,https://agora.xtec.cat/ceiplluisvives,,"934222440, 934222440",a8002010@xtec.cat,,,CEB03,08870103
08002022,41.37288981,2.135883267,Escola Cal Maiol,"c. Sagunt, 92-94 - 08014 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Públic,ESC,"EINF2C,EPRI",http://www.calmaiol.cat,https://drive.google.com/thumbnail?id=1mvxcMOIfzszOV8LOcBnrS13wILkrXEi_,,http://www.calmaiol.cat,"933318893, 933318893",a8002022@xtec.cat,,,CEB03,08870103
08002034,41.375791426,2.142387844,Escola Miquel Bleach,"c. Miquel Bleach, 24 - 08014 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Públic,BAIXA,,,,,,,,,,CEB03,08870103
08002058,41.380839889,2.138759038,Escola Pràctiques,"c. Guitard, 8 - 08014 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolapractiquesbcn,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aUHpXdW1ESjg5eFU,https://agora.xtec.cat/escolapractiquesbcn,,"934907023, 934914292",a8002058@xtec.cat,,,CEB03,08870103
08002061,41.380917319,2.137894947,Escola Jaume I,"c. Melcior de Palau, 134-136 - 08014 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Públic,ESC,"EINF2C,EPRI",http://escolajaume1r.com,https://drive.google.com/thumbnail?id=1JaVz-F5l6rwfQHv-ms-YeugslarDDPyW,,http://escolajaume1r.com,"934904103, 934907932",a8002061@xtec.cat,@escolajaume1r,,CEB03,08870103
08002071,41.373325921,2.140310077,Escola Gayarre,"c. Gayarre, 54-56 - 08014 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Públic,ESC,"EINF2C,EPRI",http://www.escolagayarre.cat,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aSkFtQWpGTi1DUzA,,http://www.escolagayarre.cat,934211350,a8002071@xtec.cat,,,CEB03,08870103
08002113,41.407892748,2.150379183,Escola Rius i Taulet,"pl. de Ferran Lesseps, 19 - 08023 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Públic,ESC,"EINF2C,EPRI",http://www.escolariusitaulet.com,https://drive.google.com/thumbnail?id=1wbgfDVrS-e-nQRjg5wzGTS4mZXKLLShA,,http://www.escolariusitaulet.com,"932176196, 932176196",a8002113@xtec.cat,,,CEB06,08870105
08002174,41.413316739,2.152983813,Escola Baldiri Reixac,"c. Olot, s/n (Parc Güell) - 08024 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escbaldirireixac,https://drive.google.com/thumbnail?id=16KLSwLAHUz7lKBYPhbfiuQxBmrhS8A8N,https://agora.xtec.cat/escbaldirireixac,,"932130484, 932130484",a8002174@xtec.cat,,,CEB06,08870105
08002186,41.426108407,2.135781804,Escola Mare de Déu de Montserrat,"c. Natzaret, 83-85 - 08035 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Públic,ESC,"EINF2C,EPRI",http://www.escolamarededeudemontserrat.cat,https://drive.google.com/thumbnail?id=1nrrbXwTaT-LGBI8xURXf3L_pAr3eWvDf,,http://www.escolamarededeudemontserrat.cat,"934181300, 932125926",a8002186@xtec.cat,,,CEB07,08870101
08002198,41.413802044,2.146662049,Escola La Farigola de Vallcarca,"c. Sant Camil, 31 - 08023 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Públic,ESC,"EINF2C,EPRI",https://sites.google.com/a/xtec.cat/lafarigoladevallcarca,https://drive.google.com/thumbnail?id=1GyyFbCcePGg2P9WmMWj4e7LKcXltkhgU,,https://sites.google.com/a/xtec.cat/lafarigoladevallcarca,"932138802, 932138802",a8002198@xtec.cat,,,CEB06,08870105
08002204,41.41558207,2.148212295,Escola Montseny,"c. Torrent del Remei, 2-10 - 08023 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipmontseny-barcelona,https://drive.google.com/thumbnail?id=1-Ut0VKCVfnhRhgbiRhot_Fl3AsusnDa6,https://agora.xtec.cat/ceipmontseny-barcelona,,"932139845, 932139845",a8002204@xtec.cat,@MontsenyEscola,,CEB06,08870105
08002216,41.419278262,2.139854109,Escola Josep Maria de Sagarra,"pg. Vall d'Hebron, 64-70 - 08023 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolasagarra,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aS1RkdjNrUUppWTA,https://agora.xtec.cat/escolasagarra,https://sites.google.com/a/xtec.cat/escola-josep-maria-de-sagarra,"932124429, 932124429",a8002216@xtec.cat,@EscolaSagarra,,CEB06,08870105
08002228,41.43848123,2.202649099,Escola Bernat de Boïl,"c. Mollerussa, 1 (Barri Bon Pastor) - 08030 Barcelona",Barcelona,Sant Andreu,Barcelonès,CEB,SE Sant Andreu,Públic,BAIXA,,,,,,,,,,CEB09,08870110
08002277,41.433809331,2.172234175,Escola Calderón de la Barca,"c. Orduña, s/n - 08031 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipcalderon,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aQjh2azAzckpRcE0,https://agora.xtec.cat/ceipcalderon,,"934084651, 934084651",a8002277@xtec.cat,,,CEB08,08870109
08002289,41.448702464,2.184566589,Escola Sant Jordi,"c. Pedrosa, 16-18 - 08033 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,BAIXA,,,,,,,,,,CEB08,08870109
08002290,41.418047508,2.181409223,Escola Emili Juncadella,"c. Juan de Garay, 12 - 08041 Barcelona",Barcelona,Sant Andreu,Barcelonès,CEB,SE Sant Andreu,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipemili-juncadella,https://drive.google.com/thumbnail?id=1t9cAWpucSYKn0WwTmdWiQbyS0TYyrVtR,https://agora.xtec.cat/ceipemili-juncadella,,"933518304, 933518304",a8002290@xtec.cat,@emilijuncadella,,CEB09,08870110
08002307,41.453525194,2.186648275,Escola Sant Josep Oriol,"c. Aiguablava, 121 - 08033 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,BAIXA,,,,,,,,,,CEB08,08870109
08002320,41.462815938,2.182433507,Escola Ciutat Comtal,"c. Pujalt, s/n - 08033 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolaciutatcomtal,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aakpNT010cXpKY2c,https://agora.xtec.cat/escolaciutatcomtal,,"933592942, 933592942",a8002320@xtec.cat,,,CEB08,08870109
08002344,41.431478115,2.171018209,Escola El Turó,"c. de Peñalara, 19-55 - 08031 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://elturo.blogspot.com,https://drive.google.com/thumbnail?id=15zHRoRp-PBPmfRP5g9VO7FVA_30bH3Hi,,https://elturo.blogspot.com,"934295384, 934295384",a8002344@xtec.cat,,,CEB08,08870109
08002368,41.428427099,2.177443331,Escola Timbaler del Bruc,"c. Arnau Oms, 4 - 08016 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-timbaler,https://drive.google.com/thumbnail?id=1o267PP7H_u_bqnjl0durS3uUq_Rpg85o,https://agora.xtec.cat/ceip-timbaler,,"933522951, 933522951",a8002368@xtec.cat,,,CEB08,08870109
08002393,41.422752596,2.199745471,Escola L'Arc de Sant Martí,"c. Almacelles, 1-11 - 08020 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-larcstmarti,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aUVViZHJiRUtoUG8,https://agora.xtec.cat/esc-larcstmarti,,"933141776, 933141776",a8002393@xtec.cat,,,CEB10,08870104
08002411,41.445600436,2.200132165,Escola Baró de Viver,"c. Tucuman, 1 - 08030 Barcelona",Barcelona,Sant Andreu,Barcelonès,CEB,SE Sant Andreu,Públic,ESC,"EINF2C,EPRI",https://barolucio.wordpress.com,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aMFBSRUN3X1NWRkk,,https://barolucio.wordpress.com,"933455613, 933455613",a8002411@xtec.cat,@EscBarodeviver,,CEB09,08870110
08002447,41.451253008,2.191911877,Escola Ramón y Cajal,"c. Mare de Déu de Lorda, 25 - 08033 Barcelona",Barcelona,Sant Andreu,Barcelonès,CEB,SE Sant Andreu,Públic,ESC,"EINF2C,EPRI",https://www.escolaramonycajal.com,https://drive.google.com/thumbnail?id=1qwjYwEwFJKqAyqWmorua4WVMORGqPvVG,,https://www.escolaramonycajal.com,"933451731, 933451731",a8002447@xtec.cat,,,CEB09,08870110
08002459,41.460609911,2.178447752,Escola Elisenda de Montcada,"c. Vallcivera, s/n - 08033 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://sites.google.com/site/escolaelisenda3,https://drive.google.com/thumbnail?id=1m6rlim8BM9zMxH1xm1fHQ5KTJxoUdQch,,https://sites.google.com/site/escolaelisenda3,"933592941, 933592941",a8002459@xtec.cat,,,CEB08,08870109
08002484,41.441905593,2.175743164,Escola Aiguamarina,"c. Casals i Cuberó, s/n - 08042 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-aiguamarina-bcn,https://drive.google.com/thumbnail?id=1jsgx62niCCTYUVxptvKPb5ZzAnlVkSuM,https://agora.xtec.cat/ceip-aiguamarina-bcn,http://www.xtec.cat/ceip-aiguamarina-bcn,933541302,a8002484@xtec.cat,@EAiguamarina,,CEB08,08870109
08002526,41.442524235,2.182916188,Escola Tibidabo,"c. Joaquim Valls, 10(Barriada Roquetes) - 08016 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceiptibidabo,https://drive.google.com/thumbnail?id=1jBLyQqnF4RIjPswHQM571RmZxzFt-Qv1,https://agora.xtec.cat/ceiptibidabo,,"933594745, 939594745",a8002526@xtec.cat,,,CEB08,08870109
08002538,41.439602,2.177215,Escola Víctor Català,"c. Font d'en Canyelles, 35 - 08016 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipvictorcatala,https://drive.google.com/thumbnail?id=1bNhC3WELzEU2p7LilfnprFA4hRo8Vzgp,https://agora.xtec.cat/ceipvictorcatala,,933590946,a8002538@xtec.cat,,,CEB08,08870109
08002551,41.438823044,2.189269821,Escola Molí de Finestrelles,"c. Guardiola i Feliu, 7-9 - 08030 Barcelona",Barcelona,Sant Andreu,Barcelonès,CEB,SE Sant Andreu,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-molidefinestrelles,https://drive.google.com/thumbnail?id=1zrVXu7FgLHDewpCoKy0KkC5-AuXVW4q0,https://agora.xtec.cat/esc-molidefinestrelles,,"933456816, 933456816",a8002551@xtec.cat,,,CEB09,08870110
08002563,41.399705127,2.204667826,Escola La Mar Bella,"pl. Sant Bernat Calbó, 2 - 08005 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://lamarbella.cat,https://drive.google.com/thumbnail?id=1fMLtwHidbDz9x_llxjLPp5EsgBuCsAvp,,https://lamarbella.cat,"932252838, 932252838",a8002563@xtec.cat,@EscoLaMarBella,,CEB10,08870104
08002575,41.423188809,2.20862399,Escola La Pau,"c. Extremadura, 15 - 08020 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceiplapaubcn,https://drive.google.com/thumbnail?id=1oJFZ9kaRUWxd5Ni37ebxq3nd_K-8ReVY,https://agora.xtec.cat/ceiplapaubcn,,"933136239, 933136239",a8002575@xtec.cat,,,CEB10,08870104
08002587,41.417456663,2.215317253,Escola Concepción Arenal,"c. Cristobal de Moura, 240 - 08019 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",http://www.xtec.cat/centres/a8002587,https://drive.google.com/thumbnail?id=1v7WUagTc17utXxft8mxeansQRFAM5Xi8,,http://www.xtec.cat/centres/a8002587,"933052151, 933052151",a8002587@xtec.cat,,,CEB10,08870104
08002599,41.418402456,2.214056887,Escola Eduard Marquina,"c. Jaume Huguet, 22 - 08019 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-eduard-marquina,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aTlVjYTV2bHh1eU0,https://agora.xtec.cat/ceip-eduard-marquina,,"933053001, 933070457",a8002599@xtec.cat,@EduardMarquina,escolaeduardmarquina,CEB10,08870104
08002617,41.410513785,2.189717662,Escola Rambleta del Clot,"c. Aragó, 620 - 08018 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolarambletadelclot,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aOTlPRnY2VWlLRUk,https://agora.xtec.cat/escolarambletadelclot,,"932454243, 932454243",a8002617@xtec.cat,@EscRambletaclot,,CEB10,08870104
08002629,41.404144527,2.204238033,Escola Les Acàcies,"c. Pujadas, 252-270 - 08005 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",http://www.escolalesacacies.cat,https://drive.google.com/thumbnail?id=1lYdWCJwFdz5hIPbRJd9_sWpsZ4zz8fmA,,http://www.escolalesacacies.cat,"933070033, 933071580",a8002629@xtec.cat,,,CEB10,08870104
08002630,41.414726933,2.198299883,Escola Els Porxos,"pl. Eduard Torroja, 12-20 - 08020 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://sites.google.com/site/escolaporxos,https://drive.google.com/thumbnail?id=12H--NNq6KAI1I8We38KlHJqS1Zc5acZ2,,https://sites.google.com/site/escolaporxos,"933071232, 933071232",a8002630@xtec.cat,,,CEB10,08870104
08002642,41.409569056,2.197293165,Escola Poblenou,"c. Perú, 139 - 08018 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolapoblenou,https://drive.google.com/thumbnail?id=1ChllOsPtwszxEzDTqZvk1pDow7LlTAiq,https://agora.xtec.cat/escolapoblenou,,"933072613, 932660967",a8002642@xtec.cat,,,CEB10,08870104
08002654,41.420134756,2.211793842,Escola Prim,"c. Bernat Metge, 20-26 - 08019 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolaprim,https://drive.google.com/thumbnail?id=1g2vuREvb1WdcZyYopLd4qvzANNIxhhds,https://agora.xtec.cat/escolaprim,,"933142420, 933142420",a8002654@xtec.cat,@escolaprim,,CEB10,08870104
08002666,41.418674617,2.208641057,CEE Concha Espina,"c. Prim, 121-123 - 08020 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,EE,EE,https://agora.xtec.cat/ceeconchaespina,https://drive.google.com/thumbnail?id=1cCdq5jkMIYvvSouB-czxpRBh10fHgwB4,https://agora.xtec.cat/ceeconchaespina,https://sites.google.com/a/xtec.cat/cee-concha-espina,933 144 919,a8002666@xtec.cat,,,CEB10,08870104
08002678,41.384918851,2.130280751,Escola Ausiàs March,"c. Joan Guell, 193 - 08028 Barcelona",Barcelona,Les Corts,Barcelonès,CEB,SE Les Corts,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipausiasmarch,https://drive.google.com/thumbnail?id=1fNXtgZAjzbMRduUFJr6V7UAy36IA32a7,https://agora.xtec.cat/ceipausiasmarch,,"933307960, 933307960",a8002678@xtec.cat,,,CEB04,08870102
08002681,41.385249554,2.133279516,Escola Duran i Bas,"c. Vallespir, 198 - 08014 Barcelona",Barcelona,Les Corts,Barcelonès,CEB,SE Les Corts,Públic,ESC,"EINF2C,EPRI",https://www.escoladuranibas.org,https://drive.google.com/thumbnail?id=14xNDTCtav-N2EHoSE1VUq4v8eEq12ZWC,,https://www.escoladuranibas.org,"934908159, 934908159",a8002681@xtec.cat,,,CEB04,08870102
08002721,41.42275269,2.165244448,Escola Font d'en Fargas,"pg. Font d'En Fargas, 65 - 08032 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolafontfargas,https://drive.google.com/thumbnail?id=1gJ8KRs-gJfiDnY9aoEZElggiyM0l6rb3,https://agora.xtec.cat/escolafontfargas,,"933576148, 933576148",a8002721@xtec.cat,,,CEB07,08870101
08002733,41.41339244,2.179150515,Escola Miralletes,"c. Indústria, 255 - 08041 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",http://escolamiralletes.com,https://drive.google.com/thumbnail?id=1xyi7fNjRkyIVZtjk7rmz66CkN0uNHXj-,,http://escolamiralletes.com,"934563281, 934563281",a8002733@xtec.cat,@EMiralletes,escolamiralletes,CEB10,08870104
08002745,41.423366589,2.154213377,Escola El Carmel,"c. Llobregós, 154 - 08032 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipelcarmel,https://drive.google.com/thumbnail?id=1F5Jt4vUHQFfAUgrWShlpioCPLq2mhW2T,https://agora.xtec.cat/ceipelcarmel,,"934294698, 934294698",a8002745@xtec.cat,@EscolaelCarmel,,CEB07,08870101
08002770,41.43751021,2.168042945,Escola Àgora,"c. Marne, 2 - 08042 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escola-agora,https://drive.google.com/thumbnail?id=13zE_CFcmrxM0OItc9nolEvR8ynqcy_8E,https://agora.xtec.cat/escola-agora,,933596280,a8002770@xtec.cat,,,CEB08,08870109
08002800,41.413183978,2.170704259,Escola Mas Casanovas,"c. Mas Casanovas, 55 - 08025 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Públic,ESC,"EINF2C,EPRI",https://sites.google.com/a/xtec.cat/mas-casanovas2012/novetats-2,https://drive.google.com/thumbnail?id=1VgIrUQ06SdHu3N4YqFJ5pmi_nQxejt9C,,https://sites.google.com/a/xtec.cat/mas-casanovas2012/novetats-2,"934364910, 933476299",a8002800@xtec.cat,@Mascas55,,CEB07,08870101
08002873,41.416474132,2.194227266,Escola Bac de Roda,"c. Fluvià, 253 - 08020 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipbacderoda,https://drive.google.com/thumbnail?id=1r5Za9hQ4T1bdiovaavXwsOoMnIGOl6FI,https://agora.xtec.cat/ceipbacderoda,https://blocs.xtec.cat/bacdroda,"933071431, 933071431",a8002873@xtec.cat,,,CEB10,08870104
08002885,41.443902905,2.182457797,Escola Prosperitat,c. Tissó / Molí - 08016 Barcelona,Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-prosperitat,https://drive.google.com/thumbnail?id=1H4ZsoMC4DaxbX347NHFUx-3nB26eJVqr,https://agora.xtec.cat/ceip-prosperitat,,"933503604, 933503608",a8002885@xtec.cat,,,CEB08,08870109
08002897,41.459619698,2.170593882,Escola Mestre Morera,"prolongació de Perafita, s/n - 08033 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolamestremorera,https://drive.google.com/thumbnail?id=1A0xyCz0sJbb6QbmZHw8aCu3H6DxKcEDP,https://agora.xtec.cat/escolamestremorera,,"933506600, 933506600",a8002897@xtec.cat,@EscolaMMorera,escolamestremorera,CEB08,08870109
08002903,41.460101621,2.169520646,CEE Sant Joan de la Creu,"av. Rasos de  Peguera, 234 - 08033 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,EE,EE,https://agora.xtec.cat/ceesantjoandelacreu,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aS1JINWRHYnpjZms,https://agora.xtec.cat/ceesantjoandelacreu,,933509148,a8002903@xtec.cat,,,CEB08,08870109
